Gender,Under 30,Married,Dependents,Referred a Friend,Phone Service,Multiple Lines,Internet Service,Internet Type,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Contract,Paperless Billing,Payment Method,Churn Label,Age,Number of Dependents,Zip Code,Population,Number of Referrals,Tenure in Months,Avg Monthly Long Distance Charges,Avg Monthly GB Download,Monthly Charge,Total Refunds,Total Extra Data Charges,Total Long Distance Charges
Male,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,No,21.0,2.0,96096.0,843.0,5.0,70.0,41.0,71.0,117.0,0.0,0.0,2854.0
Male,No,No,No,No,Yes,Yes,Yes,Fiber Optic,Yes,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,No,53.0,0.0,96097.0,9538.0,0.0,15.0,10.0,15.0,100.0,0.0,0.0,152.0
Male,Yes,Yes,Yes,Yes,Yes,No,No,Cable,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,No,27.0,1.0,96101.0,5096.0,8.0,8.0,12.0,0.0,20.0,0.0,0.0,93.0
Female,Yes,Yes,Yes,Yes,Yes,No,No,Cable,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,No,19.0,2.0,96103.0,1839.0,10.0,8.0,13.0,0.0,20.0,0.0,0.0,106.0
Female,No,No,No,No,No,No,Yes,DSL,Yes,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,No,53.0,0.0,96104.0,857.0,0.0,4.0,0.0,2.0,29.0,0.0,10.0,0.0
Female,No,No,No,No,Yes,No,Yes,DSL,Yes,Yes,No,No,No,No,No,Yes,One Year,No,Credit Card,No,31.0,0.0,96105.0,650.0,0.0,34.0,43.0,8.0,55.0,0.0,0.0,1468.0
Male,No,Yes,No,Yes,Yes,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,No,38.0,0.0,96106.0,88.0,1.0,68.0,12.0,21.0,91.0,0.0,0.0,804.0
Female,No,Yes,Yes,Yes,No,No,Yes,Cable,No,Yes,Yes,Yes,No,Yes,Yes,Yes,One Year,No,Bank Withdrawal,No,52.0,2.0,96107.0,1332.0,10.0,45.0,0.0,19.0,51.0,0.0,0.0,0.0
Female,No,No,No,No,Yes,Yes,Yes,DSL,Yes,No,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Credit Card,No,33.0,0.0,96109.0,1177.0,0.0,22.0,33.0,24.0,59.0,0.0,0.0,720.0
Female,No,No,No,No,Yes,No,No,Cable,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,No,39.0,0.0,96110.0,132.0,0.0,2.0,13.0,0.0,20.0,0.0,0.0,25.0
Male,No,Yes,No,Yes,Yes,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,No,No,No,Two Year,No,Bank Withdrawal,No,50.0,0.0,96112.0,231.0,4.0,70.0,39.0,25.0,73.0,0.0,60.0,2701.0
Female,Yes,No,Yes,No,Yes,Yes,Yes,Cable,Yes,No,Yes,Yes,No,Yes,Yes,Yes,One Year,No,Credit Card,No,23.0,1.0,96113.0,946.0,0.0,10.0,14.0,26.0,74.0,0.0,0.0,142.0
Male,No,No,No,No,Yes,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,No,55.0,0.0,96114.0,3093.0,0.0,72.0,29.0,27.0,84.0,0.0,0.0,2090.0
Female,Yes,Yes,Yes,Yes,Yes,No,Yes,DSL,No,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,No,Credit Card,No,23.0,1.0,92028.0,42239.0,10.0,49.0,9.0,82.0,78.0,0.0,0.0,444.0
Female,No,No,No,No,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,No,57.0,0.0,96117.0,385.0,0.0,71.0,3.0,10.0,107.0,0.0,0.0,208.0
Female,No,No,No,No,Yes,No,No,Cable,No,No,No,No,No,No,No,No,One Year,Yes,Credit Card,No,50.0,0.0,96118.0,1822.0,0.0,22.0,35.0,0.0,19.0,0.0,0.0,779.0
Female,No,Yes,Yes,Yes,Yes,No,No,Cable,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,No,37.0,3.0,96119.0,85.0,10.0,50.0,10.0,0.0,21.0,0.0,0.0,507.0
Female,No,Yes,Yes,Yes,Yes,No,No,Cable,No,No,No,No,No,No,No,No,One Year,No,Credit Card,No,51.0,2.0,96120.0,957.0,5.0,43.0,35.0,0.0,20.0,0.0,0.0,1514.0
Female,Yes,Yes,Yes,Yes,Yes,Yes,No,Cable,No,No,No,No,No,No,No,No,Two Year,Yes,Credit Card,No,21.0,1.0,96121.0,481.0,5.0,45.0,38.0,0.0,25.0,0.0,0.0,1691.0
Female,No,Yes,Yes,No,Yes,Yes,No,Cable,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,No,61.0,3.0,96123.0,61.0,0.0,23.0,7.0,0.0,24.0,0.0,0.0,164.0
Female,No,Yes,No,Yes,Yes,Yes,No,Cable,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,No,41.0,0.0,96124.0,322.0,8.0,68.0,17.0,0.0,26.0,0.0,0.0,1164.0
Male,No,No,No,No,Yes,No,Yes,DSL,No,No,No,Yes,Yes,No,No,Yes,One Year,No,Credit Card,No,47.0,0.0,96128.0,408.0,0.0,26.0,3.0,6.0,59.0,0.0,0.0,85.0
Male,Yes,No,No,No,Yes,No,No,Cable,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,No,27.0,0.0,96132.0,72.0,0.0,14.0,9.0,0.0,20.0,0.0,0.0,129.0
Male,No,Yes,No,Yes,Yes,No,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,No,34.0,0.0,96133.0,116.0,2.0,71.0,28.0,19.0,83.0,0.0,0.0,2003.0
Male,Yes,No,No,No,Yes,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,No,No,One Year,No,Bank Withdrawal,No,25.0,0.0,96134.0,2595.0,0.0,64.0,5.0,69.0,81.0,0.0,40.0,351.0
Female,No,No,No,No,Yes,No,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Two Year,Yes,Credit Card,No,61.0,0.0,96137.0,4158.0,0.0,57.0,6.0,3.0,74.0,0.0,0.0,368.0
Female,No,Yes,Yes,Yes,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,No,51.0,2.0,96143.0,4806.0,4.0,40.0,29.0,23.0,96.0,0.0,0.0,1177.0
Male,No,Yes,No,Yes,Yes,Yes,Yes,DSL,No,No,No,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,No,48.0,0.0,96145.0,4002.0,3.0,14.0,22.0,11.0,67.0,0.0,0.0,310.0
Male,No,Yes,Yes,Yes,Yes,No,Yes,DSL,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,No,33.0,1.0,96146.0,942.0,2.0,2.0,31.0,19.0,44.0,0.0,0.0,62.0
Male,No,No,No,No,Yes,No,Yes,Fiber Optic,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,No,56.0,0.0,90003.0,58198.0,0.0,5.0,12.0,13.0,80.0,0.0,0.0,62.0
Male,Yes,Yes,Yes,Yes,Yes,Yes,Yes,DSL,Yes,No,No,Yes,Yes,No,No,No,One Year,No,Bank Withdrawal,No,26.0,2.0,90004.0,67852.0,5.0,29.0,37.0,69.0,69.0,0.0,40.0,1064.0
Female,No,No,No,No,Yes,No,No,Cable,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,No,42.0,0.0,90006.0,62784.0,0.0,3.0,15.0,0.0,20.0,0.0,0.0,44.0
Male,No,Yes,Yes,Yes,Yes,No,No,Cable,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,No,53.0,1.0,90007.0,45025.0,8.0,71.0,15.0,0.0,20.0,0.0,0.0,1055.0
Male,No,No,Yes,No,Yes,No,Yes,Cable,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,No,34.0,2.0,90008.0,30852.0,0.0,9.0,28.0,29.0,50.0,0.0,0.0,249.0
Female,No,No,No,No,Yes,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,No,30.0,0.0,90011.0,101215.0,0.0,48.0,46.0,27.0,83.0,0.0,0.0,2184.0
Male,Yes,No,No,No,Yes,Yes,Yes,Fiber Optic,Yes,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,No,19.0,0.0,90012.0,30596.0,0.0,26.0,50.0,48.0,87.0,0.0,0.0,1297.0
Female,No,No,No,No,Yes,No,No,Cable,No,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,No,63.0,0.0,90013.0,9732.0,0.0,9.0,35.0,0.0,20.0,0.0,0.0,313.0
Female,No,Yes,Yes,Yes,Yes,No,No,Cable,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,No,46.0,3.0,90015.0,15140.0,9.0,46.0,13.0,0.0,19.0,0.0,0.0,583.0
Male,No,Yes,Yes,Yes,No,No,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,No,48.0,1.0,90018.0,47143.0,3.0,64.0,0.0,19.0,60.0,0.0,0.0,0.0
Female,Yes,Yes,No,Yes,Yes,No,No,Cable,No,No,No,No,No,No,No,No,One Year,No,Credit Card,No,29.0,0.0,90021.0,3012.0,6.0,59.0,31.0,0.0,20.0,0.0,0.0,1854.0
Female,Yes,No,No,No,Yes,No,Yes,Fiber Optic,No,Yes,No,No,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,No,20.0,0.0,90022.0,68701.0,0.0,7.0,36.0,42.0,94.0,0.0,0.0,255.0
Male,No,Yes,No,Yes,Yes,Yes,Yes,DSL,No,No,Yes,No,No,No,No,Yes,Month-to-Month,No,Credit Card,No,49.0,0.0,90025.0,41175.0,7.0,25.0,12.0,10.0,56.0,0.0,0.0,290.0
Male,No,Yes,No,Yes,Yes,No,No,Cable,No,No,No,No,No,No,No,No,One Year,No,Credit Card,No,56.0,0.0,90029.0,41713.0,9.0,24.0,36.0,0.0,20.0,0.0,0.0,859.0
Female,No,Yes,Yes,Yes,Yes,Yes,Yes,Cable,Yes,Yes,No,No,Yes,No,No,Yes,One Year,No,Bank Withdrawal,No,42.0,1.0,90031.0,38415.0,5.0,10.0,26.0,26.0,70.0,0.0,0.0,264.0
Male,No,Yes,No,Yes,Yes,No,Yes,DSL,Yes,Yes,No,No,No,No,No,Yes,One Year,Yes,Credit Card,No,36.0,0.0,90032.0,46960.0,7.0,69.0,14.0,16.0,54.0,0.0,0.0,978.0
Male,No,No,No,No,Yes,No,No,Cable,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,No,37.0,0.0,90033.0,49431.0,0.0,57.0,39.0,0.0,21.0,0.0,0.0,2208.0
Male,No,Yes,Yes,Yes,Yes,No,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,No,38.0,1.0,90034.0,58218.0,2.0,50.0,36.0,22.0,103.0,0.0,0.0,1810.0
Male,No,Yes,Yes,Yes,No,No,Yes,DSL,Yes,No,Yes,Yes,Yes,No,No,Yes,One Year,No,Credit Card,No,42.0,1.0,90035.0,27799.0,2.0,28.0,0.0,19.0,51.0,0.0,0.0,0.0
Male,Yes,No,No,No,Yes,No,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,No,28.0,0.0,90037.0,56709.0,0.0,25.0,8.0,71.0,79.0,0.0,0.0,189.0
Male,No,Yes,No,Yes,Yes,Yes,Yes,Fiber Optic,No,No,No,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,No,46.0,0.0,90039.0,29310.0,1.0,61.0,22.0,2.0,96.0,0.0,0.0,1340.0
Female,No,No,No,No,Yes,No,No,Cable,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,No,60.0,0.0,90040.0,9805.0,0.0,2.0,36.0,0.0,20.0,0.0,0.0,71.0
Male,No,Yes,Yes,Yes,Yes,No,No,Cable,No,No,No,No,No,No,No,No,One Year,No,Credit Card,No,38.0,3.0,90041.0,27866.0,3.0,51.0,38.0,0.0,19.0,0.0,0.0,1919.0
Female,Yes,Yes,Yes,Yes,Yes,No,Yes,Cable,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,No,21.0,3.0,90042.0,64672.0,10.0,71.0,49.0,71.0,78.0,0.0,0.0,3462.0
Female,No,Yes,Yes,Yes,Yes,No,No,Cable,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,No,31.0,2.0,90043.0,44764.0,10.0,20.0,15.0,0.0,20.0,0.0,0.0,296.0
Male,No,Yes,Yes,Yes,Yes,No,No,Cable,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,No,54.0,2.0,90044.0,87383.0,8.0,6.0,24.0,0.0,20.0,0.0,0.0,142.0
Female,No,No,No,No,Yes,No,No,Cable,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,No,64.0,0.0,90045.0,39334.0,0.0,6.0,43.0,0.0,20.0,0.0,0.0,259.0
Female,No,No,No,No,Yes,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,No,Yes,Month-to-Month,No,Credit Card,No,48.0,0.0,90046.0,49839.0,0.0,29.0,14.0,2.0,67.0,0.0,0.0,398.0
Male,No,No,No,No,Yes,No,No,Cable,No,No,No,No,No,No,No,No,Two Year,Yes,Credit Card,No,33.0,0.0,90047.0,47107.0,0.0,36.0,8.0,0.0,19.0,0.0,0.0,306.0
Female,No,No,No,No,No,No,Yes,DSL,No,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,No,35.0,0.0,90048.0,21739.0,0.0,28.0,0.0,14.0,30.0,0.0,0.0,0.0
Female,No,No,No,No,Yes,Yes,No,Cable,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,No,64.0,0.0,90056.0,8115.0,0.0,63.0,27.0,0.0,24.0,0.0,0.0,1685.0
Male,No,Yes,Yes,No,Yes,Yes,No,Cable,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,No,39.0,1.0,90057.0,44004.0,0.0,48.0,12.0,0.0,24.0,0.0,0.0,569.0
Female,No,Yes,No,Yes,Yes,No,No,Cable,No,No,No,No,No,No,No,No,One Year,No,Bank Withdrawal,No,48.0,0.0,90058.0,3642.0,5.0,49.0,50.0,0.0,20.0,0.0,0.0,2429.0
Male,No,Yes,No,Yes,Yes,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Two Year,No,Credit Card,No,42.0,0.0,90061.0,24511.0,5.0,72.0,14.0,5.0,92.0,0.0,0.0,978.0
Female,No,Yes,Yes,Yes,No,No,Yes,DSL,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,No,49.0,3.0,90063.0,55668.0,9.0,72.0,0.0,53.0,54.0,0.0,0.0,0.0
Female,No,No,No,No,No,No,Yes,DSL,Yes,Yes,No,Yes,No,No,No,Yes,One Year,No,Credit Card,No,57.0,0.0,90064.0,24505.0,0.0,47.0,0.0,3.0,40.0,0.0,0.0,0.0
Female,No,No,No,No,Yes,No,Yes,DSL,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,No,41.0,0.0,90065.0,47534.0,0.0,1.0,36.0,4.0,55.0,0.0,0.0,36.0
Female,No,No,No,No,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,No,52.0,0.0,90066.0,55204.0,0.0,36.0,28.0,4.0,105.0,0.0,0.0,1023.0
Male,No,Yes,Yes,Yes,No,No,Yes,Cable,No,Yes,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,No,44.0,3.0,90067.0,2527.0,5.0,43.0,0.0,53.0,29.0,0.0,0.0,0.0
Female,Yes,No,No,No,Yes,Yes,Yes,Fiber Optic,No,No,Yes,Yes,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,No,22.0,0.0,90071.0,21.0,0.0,38.0,24.0,27.0,104.0,0.0,140.0,910.0
Female,Yes,Yes,Yes,Yes,Yes,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,No,No,Yes,Two Year,No,Credit Card,No,25.0,3.0,90201.0,105285.0,6.0,10.0,6.0,59.0,73.0,0.0,0.0,56.0
Female,No,Yes,No,Yes,Yes,No,Yes,Fiber Optic,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,No,32.0,0.0,90210.0,21397.0,10.0,59.0,46.0,11.0,100.0,0.0,0.0,2699.0
Male,No,No,No,No,Yes,No,No,Cable,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,No,42.0,0.0,90211.0,8321.0,0.0,27.0,40.0,0.0,20.0,0.0,0.0,1074.0
Male,No,No,No,No,Yes,Yes,No,Cable,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,No,54.0,0.0,90220.0,47305.0,0.0,7.0,1.0,0.0,24.0,0.0,0.0,10.0
Female,No,No,No,No,Yes,Yes,Yes,DSL,No,Yes,No,Yes,No,Yes,Yes,No,One Year,Yes,Credit Card,No,55.0,0.0,90221.0,51387.0,0.0,36.0,29.0,9.0,71.0,0.0,60.0,1054.0
Female,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Fiber Optic,Yes,Yes,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,No,19.0,2.0,90222.0,29825.0,10.0,41.0,2.0,59.0,94.0,0.0,0.0,66.0
Female,No,No,No,No,No,No,Yes,DSL,No,Yes,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,No,33.0,0.0,90230.0,31963.0,0.0,13.0,0.0,28.0,29.0,0.0,0.0,0.0
Male,No,No,Yes,No,Yes,No,No,Cable,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,No,62.0,2.0,90232.0,15195.0,0.0,19.0,36.0,0.0,21.0,0.0,0.0,687.0
Female,No,Yes,No,Yes,No,No,Yes,Cable,Yes,Yes,No,Yes,No,No,No,Yes,Two Year,No,Bank Withdrawal,No,61.0,0.0,90240.0,24908.0,1.0,60.0,0.0,2.0,38.0,0.0,0.0,0.0
Male,No,Yes,No,Yes,Yes,Yes,Yes,Fiber Optic,No,Yes,No,Yes,Yes,No,No,Yes,Two Year,Yes,Credit Card,No,47.0,0.0,90245.0,16041.0,9.0,69.0,3.0,20.0,92.0,0.0,0.0,213.0
Male,No,No,No,No,No,No,Yes,DSL,No,No,Yes,Yes,No,Yes,Yes,Yes,One Year,No,Bank Withdrawal,No,63.0,0.0,90247.0,47758.0,0.0,43.0,0.0,11.0,44.0,0.0,0.0,0.0
Female,No,No,Yes,No,No,No,Yes,DSL,Yes,No,No,Yes,No,No,No,No,One Year,Yes,Credit Card,No,54.0,1.0,90248.0,9960.0,0.0,11.0,0.0,17.0,36.0,0.0,100.0,0.0
Female,No,Yes,No,Yes,Yes,No,Yes,DSL,No,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,No,42.0,0.0,90249.0,26442.0,6.0,45.0,6.0,22.0,50.0,0.0,0.0,292.0
Male,No,Yes,No,Yes,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,No,53.0,0.0,90250.0,93315.0,6.0,72.0,23.0,17.0,110.0,0.0,0.0,1652.0
Female,No,Yes,Yes,Yes,Yes,No,No,Cable,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,No,48.0,3.0,90255.0,78114.0,3.0,12.0,19.0,0.0,20.0,0.0,0.0,231.0
Female,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,No,20.0,3.0,90260.0,33300.0,3.0,67.0,20.0,52.0,112.0,0.0,0.0,1367.0
Male,Yes,Yes,No,Yes,Yes,Yes,Yes,Fiber Optic,No,No,Yes,Yes,Yes,No,No,Yes,Two Year,No,Credit Card,No,23.0,0.0,90262.0,69850.0,8.0,37.0,13.0,58.0,94.0,0.0,0.0,486.0
Female,Yes,No,No,No,No,No,Yes,DSL,Yes,Yes,No,Yes,No,No,No,Yes,One Year,No,Bank Withdrawal,No,19.0,0.0,90263.0,11.0,0.0,39.0,0.0,73.0,41.0,0.0,0.0,0.0
Female,No,No,No,No,Yes,Yes,Yes,DSL,Yes,No,Yes,Yes,No,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,No,47.0,0.0,90265.0,19630.0,0.0,41.0,31.0,12.0,75.0,0.0,100.0,1274.0
Female,Yes,No,No,No,No,No,Yes,Cable,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,No,20.0,0.0,90266.0,33758.0,0.0,25.0,0.0,59.0,48.0,0.0,0.0,0.0
Male,No,Yes,Yes,No,Yes,Yes,Yes,DSL,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Two Year,Yes,Credit Card,No,32.0,1.0,90270.0,28094.0,0.0,8.0,37.0,14.0,76.0,0.0,0.0,298.0
Female,No,Yes,Yes,Yes,Yes,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,No,Yes,Two Year,No,Credit Card,No,63.0,3.0,90272.0,22548.0,9.0,71.0,46.0,52.0,71.0,0.0,0.0,3253.0
Male,No,No,No,No,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,No,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,No,40.0,0.0,90274.0,24979.0,0.0,5.0,39.0,20.0,97.0,0.0,0.0,196.0
Female,No,No,No,No,Yes,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,No,59.0,0.0,90275.0,41263.0,0.0,30.0,7.0,18.0,79.0,0.0,0.0,202.0
Male,No,No,No,No,Yes,No,Yes,Fiber Optic,No,Yes,No,Yes,No,Yes,Yes,Yes,One Year,Yes,Credit Card,No,30.0,0.0,90277.0,34191.0,0.0,40.0,32.0,69.0,90.0,0.0,0.0,1291.0
Female,No,No,No,No,Yes,No,No,Cable,No,No,No,No,No,No,No,No,Two Year,Yes,Credit Card,No,44.0,0.0,90278.0,37322.0,0.0,54.0,11.0,0.0,20.0,0.0,0.0,585.0
Male,Yes,Yes,No,Yes,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,No,22.0,0.0,90280.0,96267.0,10.0,72.0,15.0,85.0,106.0,0.0,0.0,1086.0
Male,No,Yes,Yes,Yes,Yes,No,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,No,Bank Withdrawal,No,39.0,2.0,90290.0,5451.0,8.0,28.0,8.0,13.0,100.0,0.0,0.0,216.0
Male,No,Yes,Yes,Yes,Yes,No,Yes,Fiber Optic,No,No,No,Yes,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,No,45.0,3.0,90291.0,31021.0,1.0,18.0,28.0,28.0,86.0,0.0,0.0,505.0
Female,No,Yes,Yes,Yes,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,No,63.0,1.0,90293.0,11264.0,1.0,59.0,35.0,19.0,106.0,0.0,0.0,2079.0
Male,Yes,Yes,Yes,Yes,Yes,No,Yes,Cable,No,No,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,No,29.0,2.0,90301.0,37527.0,3.0,22.0,28.0,27.0,51.0,0.0,0.0,614.0
Female,No,No,No,No,Yes,No,No,Cable,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,No,55.0,0.0,90302.0,30779.0,0.0,1.0,2.0,0.0,20.0,0.0,0.0,2.0
Male,No,Yes,No,Yes,Yes,Yes,Yes,Fiber Optic,No,No,No,Yes,Yes,Yes,Yes,Yes,One Year,No,Bank Withdrawal,No,44.0,0.0,90305.0,13779.0,7.0,50.0,26.0,18.0,99.0,0.0,0.0,1303.0
Female,Yes,Yes,Yes,Yes,Yes,No,Yes,DSL,Yes,No,Yes,Yes,Yes,No,No,Yes,One Year,No,Bank Withdrawal,No,19.0,1.0,90401.0,5221.0,6.0,48.0,45.0,27.0,70.0,0.0,0.0,2144.0
Female,No,Yes,Yes,Yes,Yes,Yes,Yes,Fiber Optic,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,No,52.0,3.0,90402.0,11509.0,7.0,49.0,27.0,57.0,98.0,0.0,0.0,1342.0
Male,No,Yes,Yes,Yes,Yes,No,Yes,Fiber Optic,No,No,Yes,No,Yes,No,No,Yes,Month-to-Month,No,Bank Withdrawal,No,64.0,2.0,90403.0,23559.0,6.0,28.0,3.0,12.0,85.0,0.0,0.0,89.0
Male,Yes,No,No,No,Yes,Yes,Yes,Fiber Optic,No,No,No,Yes,Yes,Yes,Yes,No,Month-to-Month,No,Bank Withdrawal,No,29.0,0.0,90405.0,26099.0,0.0,13.0,44.0,41.0,101.0,0.0,120.0,578.0
Female,No,No,No,No,Yes,Yes,Yes,Fiber Optic,No,No,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,No,60.0,0.0,90501.0,40705.0,0.0,11.0,11.0,29.0,89.0,0.0,0.0,120.0
Male,No,Yes,No,Yes,Yes,Yes,No,Cable,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,No,62.0,0.0,90505.0,34873.0,1.0,72.0,40.0,0.0,26.0,0.0,0.0,2883.0
Male,No,Yes,Yes,Yes,Yes,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,No,63.0,3.0,90601.0,32050.0,4.0,70.0,39.0,24.0,84.0,0.0,0.0,2718.0
Female,No,Yes,Yes,Yes,Yes,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,No,47.0,1.0,90602.0,26265.0,9.0,49.0,17.0,14.0,79.0,0.0,0.0,813.0
Male,No,No,No,No,Yes,No,No,Cable,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,No,61.0,0.0,90604.0,37887.0,0.0,46.0,30.0,0.0,20.0,0.0,0.0,1392.0
Female,No,Yes,No,Yes,Yes,No,No,Cable,No,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,No,57.0,0.0,90606.0,32148.0,1.0,37.0,45.0,0.0,20.0,0.0,0.0,1672.0
Female,No,Yes,No,Yes,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,No,63.0,0.0,90623.0,15505.0,10.0,72.0,41.0,25.0,115.0,0.0,0.0,2922.0
Male,No,Yes,Yes,Yes,Yes,No,Yes,DSL,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,No,45.0,1.0,90630.0,47344.0,4.0,68.0,34.0,25.0,73.0,0.0,0.0,2321.0
